element_id,element_label,record_type,record_id,indicator_id,country_iso3,year,period_start,period_end,period,statistic_type,source_year_label,value,unit,name,latitude,longitude,attributes_json,missing_reason_code,note,source_org,source_url,license_code,source_file,source_sheet,source_row,publication_decision_id
B-037,"토지피복 분류별 면적[경작지, 산림, 초지, 건물, 수체, 나지]",entity,v124-b-037-entity-00001,B-037_landcover_adm1,VNM,,,,,,,,,VNM.1_1,10.586308,105.266808,"{""2025_개편_후_소속_34개_체계"":""An Giang"",""건물_인공지표_면적_km"":175.375,""경계_면적_km_GADM"":3522.7,""경계_좌표_산출근거"":""경계는 GADM 4.1 ADM1(2022년판, 2025년 개편 이전 63개 성). 대표좌표는 최대 폴리곤의 내부 보장 대표점. 좌표계 EPSG:4326. GFW·CCKP 의 성 단위 집계도 GADM 경계 기준이므로 값과 경계의 출처 체계가 일치. 2025-07-01 시행 결의 202/2025/QH15 의 34개 체계 대응은 별도 속성에 병기."",""경계_폴리곤_파일"":""[공통]VNM_admin1_GADM41_63.geojson"",""경작지_면적_km"":2574.979,""관목_면적_km"":4.433,""기후기술_연계_근거"":""간접 · 원천 자체 분류 — ESA WorldCover 가 토지피복 등급을 Tree cover·Cropland·Built-up 등으로 정의·배포하며, 수목 피복 면적은 탄소 흡수원의 물리적 기반, 경작지·건물 면적은 토지이용 변화의 기준이 됨. 주 기술 23(탄소 흡수원), 부 기술 35(산림·생태계 부문 기술) — 2026-08-28 발주처 지시에 따라 tech_id에 ';'로 연결해 복수 기입. [근거자료] ESA_WorldCover_10m_2021_v200_*_Map.tif (Discrete Classification, 등급 10~95) · FAOSTAT Land Cover(LC) Item=Artificial surfaces 등"",""나지_희박식생_면적_km"":8.601,""레코드_키"":""VNM.1_1"",""맹그로브_면적_km"":0,""수목_면적_km"":560.643,""연도"":2021,""영구수체_면적_km"":133.47,""전국_값"":null,""전국_단위"":null,""전국_지표명"":null,""지역명_로마자"":""AnGiang"",""지역명_베트남어"":""AnGiang"",""초본습지_면적_km"":5.066,""초지_면적_km"":76.958,""합계_km"":3539.525,""행정단위"":""Province""}",,ESA WorldCover 10m v200(2021) 격자를 GADM 4.1 ADM1 폴리곤으로 zonal 집계. 주 기술 23(탄소 흡수원) · 부 기술 35(산림·생태계 부문) — tech_id에 ';'로 연결해 복수 기입(2026-08-28 발주처 지시),,,,B-037.xlsx,1.2_entity(레코드형),4,
B-037,"토지피복 분류별 면적[경작지, 산림, 초지, 건물, 수체, 나지]",entity,v124-b-037-entity-00002,B-037_landcover_adm1,VNM,,,,,,,,,VNM.33_1,9.93445,105.310244,"{""2025_개편_후_소속_34개_체계"":""An Giang"",""건물_인공지표_면적_km"":222.86,""경계_면적_km_GADM"":6284.7,""경계_좌표_산출근거"":""경계는 GADM 4.1 ADM1(2022년판, 2025년 개편 이전 63개 성). 대표좌표는 최대 폴리곤의 내부 보장 대표점. 좌표계 EPSG:4326. GFW·CCKP 의 성 단위 집계도 GADM 경계 기준이므로 값과 경계의 출처 체계가 일치. 2025-07-01 시행 결의 202/2025/QH15 의 34개 체계 대응은 별도 속성에 병기."",""경계_폴리곤_파일"":""[공통]VNM_admin1_GADM41_63.geojson"",""경작지_면적_km"":3578.034,""관목_면적_km"":12.198,""기후기술_연계_근거"":""간접 · 원천 자체 분류 — ESA WorldCover 가 토지피복 등급을 Tree cover·Cropland·Built-up 등으로 정의·배포하며, 수목 피복 면적은 탄소 흡수원의 물리적 기반, 경작지·건물 면적은 토지이용 변화의 기준이 됨. 주 기술 23(탄소 흡수원), 부 기술 35(산림·생태계 부문 기술) — 2026-08-28 발주처 지시에 따라 tech_id에 ';'로 연결해 복수 기입. [근거자료] ESA_WorldCover_10m_2021_v200_*_Map.tif (Discrete Classification, 등급 10~95) · FAOSTAT Land Cover(LC) Item=Artificial surfaces 등"",""나지_희박식생_면적_km"":48.271,""레코드_키"":""VNM.33_1"",""맹그로브_면적_km"":80.734,""수목_면적_km"":1272.93,""연도"":2021,""영구수체_면적_km"":720.953,""전국_값"":null,""전국_단위"":null,""전국_지표명"":null,""지역명_로마자"":""KienGiang"",""지역명_베트남어"":""KiênGiang"",""초본습지_면적_km"":134.809,""초지_면적_km"":241.877,""합계_km"":6312.667,""행정단위"":""Province""}",,ESA WorldCover 10m v200(2021) 격자를 GADM 4.1 ADM1 폴리곤으로 zonal 집계. 주 기술 23(탄소 흡수원) · 부 기술 35(산림·생태계 부문) — tech_id에 ';'로 연결해 복수 기입(2026-08-28 발주처 지시),,,,B-037.xlsx,1.2_entity(레코드형),36,
B-037,"토지피복 분류별 면적[경작지, 산림, 초지, 건물, 수체, 나지]",entity,v124-b-037-entity-00003,B-037_landcover_adm1,VNM,,,,,,,,,VNM.5_1,21.103953,106.061065,"{""2025_개편_후_소속_34개_체계"":""Bắc Ninh"",""건물_인공지표_면적_km"":166.694,""경계_면적_km_GADM"":819.7,""경계_좌표_산출근거"":""경계는 GADM 4.1 ADM1(2022년판, 2025년 개편 이전 63개 성). 대표좌표는 최대 폴리곤의 내부 보장 대표점. 좌표계 EPSG:4326. GFW·CCKP 의 성 단위 집계도 GADM 경계 기준이므로 값과 경계의 출처 체계가 일치. 2025-07-01 시행 결의 202/2025/QH15 의 34개 체계 대응은 별도 속성에 병기."",""경계_폴리곤_파일"":""[공통]VNM_admin1_GADM41_63.geojson"",""경작지_면적_km"":442.467,""관목_면적_km"":0.004,""기후기술_연계_근거"":""간접 · 원천 자체 분류 — ESA WorldCover 가 토지피복 등급을 Tree cover·Cropland·Built-up 등으로 정의·배포하며, 수목 피복 면적은 탄소 흡수원의 물리적 기반, 경작지·건물 면적은 토지이용 변화의 기준이 됨. 주 기술 23(탄소 흡수원), 부 기술 35(산림·생태계 부문 기술) — 2026-08-28 발주처 지시에 따라 tech_id에 ';'로 연결해 복수 기입. [근거자료] ESA_WorldCover_10m_2021_v200_*_Map.tif (Discrete Classification, 등급 10~95) · FAOSTAT Land Cover(LC) Item=Artificial surfaces 등"",""나지_희박식생_면적_km"":21.905,""레코드_키"":""VNM.5_1"",""맹그로브_면적_km"":0,""수목_면적_km"":111.745,""연도"":2021,""영구수체_면적_km"":33.158,""전국_값"":null,""전국_단위"":null,""전국_지표명"":null,""지역명_로마자"":""BacNinh"",""지역명_베트남어"":""BắcNinh"",""초본습지_면적_km"":0.09,""초지_면적_km"":47.351,""합계_km"":823.415,""행정단위"":""Province""}",,ESA WorldCover 10m v200(2021) 격자를 GADM 4.1 ADM1 폴리곤으로 zonal 집계. 주 기술 23(탄소 흡수원) · 부 기술 35(산림·생태계 부문) — tech_id에 ';'로 연결해 복수 기입(2026-08-28 발주처 지시),,,,B-037.xlsx,1.2_entity(레코드형),8,
B-037,"토지피복 분류별 면적[경작지, 산림, 초지, 건물, 수체, 나지]",entity,v124-b-037-entity-00004,B-037_landcover_adm1,VNM,,,,,,,,,VNM.3_1,21.379775,106.428763,"{""2025_개편_후_소속_34개_체계"":""Bắc Ninh"",""건물_인공지표_면적_km"":208.494,""경계_면적_km_GADM"":3885.7,""경계_좌표_산출근거"":""경계는 GADM 4.1 ADM1(2022년판, 2025년 개편 이전 63개 성). 대표좌표는 최대 폴리곤의 내부 보장 대표점. 좌표계 EPSG:4326. GFW·CCKP 의 성 단위 집계도 GADM 경계 기준이므로 값과 경계의 출처 체계가 일치. 2025-07-01 시행 결의 202/2025/QH15 의 34개 체계 대응은 별도 속성에 병기."",""경계_폴리곤_파일"":""[공통]VNM_admin1_GADM41_63.geojson"",""경작지_면적_km"":841.229,""관목_면적_km"":0.003,""기후기술_연계_근거"":""간접 · 원천 자체 분류 — ESA WorldCover 가 토지피복 등급을 Tree cover·Cropland·Built-up 등으로 정의·배포하며, 수목 피복 면적은 탄소 흡수원의 물리적 기반, 경작지·건물 면적은 토지이용 변화의 기준이 됨. 주 기술 23(탄소 흡수원), 부 기술 35(산림·생태계 부문 기술) — 2026-08-28 발주처 지시에 따라 tech_id에 ';'로 연결해 복수 기입. [근거자료] ESA_WorldCover_10m_2021_v200_*_Map.tif (Discrete Classification, 등급 10~95) · FAOSTAT Land Cover(LC) Item=Artificial surfaces 등"",""나지_희박식생_면적_km"":29.549,""레코드_키"":""VNM.3_1"",""맹그로브_면적_km"":0,""수목_면적_km"":2590.933,""연도"":2021,""영구수체_면적_km"":66.822,""전국_값"":null,""전국_단위"":null,""전국_지표명"":null,""지역명_로마자"":""BacGiang"",""지역명_베트남어"":""BắcGiang"",""초본습지_면적_km"":0.447,""초지_면적_km"":166.357,""합계_km"":3903.833,""행정단위"":""Province""}",,ESA WorldCover 10m v200(2021) 격자를 GADM 4.1 ADM1 폴리곤으로 zonal 집계. 주 기술 23(탄소 흡수원) · 부 기술 35(산림·생태계 부문) — tech_id에 ';'로 연결해 복수 기입(2026-08-28 발주처 지시),,,,B-037.xlsx,1.2_entity(레코드형),6,
B-037,"토지피복 분류별 면적[경작지, 산림, 초지, 건물, 수체, 나지]",entity,v124-b-037-entity-00005,B-037_landcover_adm1,VNM,,,,,,,,,VNM.14_1,22.759297,106.109097,"{""2025_개편_후_소속_34개_체계"":""Cao Bằng"",""건물_인공지표_면적_km"":29.89,""경계_면적_km_GADM"":6682.6,""경계_좌표_산출근거"":""경계는 GADM 4.1 ADM1(2022년판, 2025년 개편 이전 63개 성). 대표좌표는 최대 폴리곤의 내부 보장 대표점. 좌표계 EPSG:4326. GFW·CCKP 의 성 단위 집계도 GADM 경계 기준이므로 값과 경계의 출처 체계가 일치. 2025-07-01 시행 결의 202/2025/QH15 의 34개 체계 대응은 별도 속성에 병기."",""경계_폴리곤_파일"":""[공통]VNM_admin1_GADM41_63.geojson"",""경작지_면적_km"":484.09,""관목_면적_km"":0.002,""기후기술_연계_근거"":""간접 · 원천 자체 분류 — ESA WorldCover 가 토지피복 등급을 Tree cover·Cropland·Built-up 등으로 정의·배포하며, 수목 피복 면적은 탄소 흡수원의 물리적 기반, 경작지·건물 면적은 토지이용 변화의 기준이 됨. 주 기술 23(탄소 흡수원), 부 기술 35(산림·생태계 부문 기술) — 2026-08-28 발주처 지시에 따라 tech_id에 ';'로 연결해 복수 기입. [근거자료] ESA_WorldCover_10m_2021_v200_*_Map.tif (Discrete Classification, 등급 10~95) · FAOSTAT Land Cover(LC) Item=Artificial surfaces 등"",""나지_희박식생_면적_km"":5.804,""레코드_키"":""VNM.14_1"",""맹그로브_면적_km"":0,""수목_면적_km"":5320.173,""연도"":2021,""영구수체_면적_km"":10.195,""전국_값"":null,""전국_단위"":null,""전국_지표명"":null,""지역명_로마자"":""CaoBang"",""지역명_베트남어"":""CaoBằng"",""초본습지_면적_km"":0,""초지_면적_km"":863.322,""합계_km"":6713.476,""행정단위"":""Province""}",,ESA WorldCover 10m v200(2021) 격자를 GADM 4.1 ADM1 폴리곤으로 zonal 집계. 주 기술 23(탄소 흡수원) · 부 기술 35(산림·생태계 부문) — tech_id에 ';'로 연결해 복수 기입(2026-08-28 발주처 지시),,,,B-037.xlsx,1.2_entity(레코드형),17,
B-037,"토지피복 분류별 면적[경작지, 산림, 초지, 건물, 수체, 나지]",entity,v124-b-037-entity-00006,B-037_landcover_adm1,VNM,,,,,,,,,VNM.13_1,8.95681,105.061349,"{""2025_개편_후_소속_34개_체계"":""Cà Mau"",""건물_인공지표_면적_km"":125.298,""경계_면적_km_GADM"":5167,""경계_좌표_산출근거"":""경계는 GADM 4.1 ADM1(2022년판, 2025년 개편 이전 63개 성). 대표좌표는 최대 폴리곤의 내부 보장 대표점. 좌표계 EPSG:4326. GFW·CCKP 의 성 단위 집계도 GADM 경계 기준이므로 값과 경계의 출처 체계가 일치. 2025-07-01 시행 결의 202/2025/QH15 의 34개 체계 대응은 별도 속성에 병기."",""경계_폴리곤_파일"":""[공통]VNM_admin1_GADM41_63.geojson"",""경작지_면적_km"":1085.724,""관목_면적_km"":68.707,""기후기술_연계_근거"":""간접 · 원천 자체 분류 — ESA WorldCover 가 토지피복 등급을 Tree cover·Cropland·Built-up 등으로 정의·배포하며, 수목 피복 면적은 탄소 흡수원의 물리적 기반, 경작지·건물 면적은 토지이용 변화의 기준이 됨. 주 기술 23(탄소 흡수원), 부 기술 35(산림·생태계 부문 기술) — 2026-08-28 발주처 지시에 따라 tech_id에 ';'로 연결해 복수 기입. [근거자료] ESA_WorldCover_10m_2021_v200_*_Map.tif (Discrete Classification, 등급 10~95) · FAOSTAT Land Cover(LC) Item=Artificial surfaces 등"",""나지_희박식생_면적_km"":124.262,""레코드_키"":""VNM.13_1"",""맹그로브_면적_km"":856.687,""수목_면적_km"":1148.381,""연도"":2021,""영구수체_면적_km"":1402.253,""전국_값"":null,""전국_단위"":null,""전국_지표명"":null,""지역명_로마자"":""CaMau"",""지역명_베트남어"":""CàMau"",""초본습지_면적_km"":252.619,""초지_면적_km"":125.026,""합계_km"":5188.959,""행정단위"":""Province""}",,ESA WorldCover 10m v200(2021) 격자를 GADM 4.1 ADM1 폴리곤으로 zonal 집계. 주 기술 23(탄소 흡수원) · 부 기술 35(산림·생태계 부문) — tech_id에 ';'로 연결해 복수 기입(2026-08-28 발주처 지시),,,,B-037.xlsx,1.2_entity(레코드형),16,
B-037,"토지피복 분류별 면적[경작지, 산림, 초지, 건물, 수체, 나지]",entity,v124-b-037-entity-00007,B-037_landcover_adm1,VNM,,,,,,,,,VNM.2_1,9.383692,105.515103,"{""2025_개편_후_소속_34개_체계"":""Cà Mau"",""건물_인공지표_면적_km"":91.638,""경계_면적_km_GADM"":2477.7,""경계_좌표_산출근거"":""경계는 GADM 4.1 ADM1(2022년판, 2025년 개편 이전 63개 성). 대표좌표는 최대 폴리곤의 내부 보장 대표점. 좌표계 EPSG:4326. GFW·CCKP 의 성 단위 집계도 GADM 경계 기준이므로 값과 경계의 출처 체계가 일치. 2025-07-01 시행 결의 202/2025/QH15 의 34개 체계 대응은 별도 속성에 병기."",""경계_폴리곤_파일"":""[공통]VNM_admin1_GADM41_63.geojson"",""경작지_면적_km"":1225.57,""관목_면적_km"":3.925,""기후기술_연계_근거"":""간접 · 원천 자체 분류 — ESA WorldCover 가 토지피복 등급을 Tree cover·Cropland·Built-up 등으로 정의·배포하며, 수목 피복 면적은 탄소 흡수원의 물리적 기반, 경작지·건물 면적은 토지이용 변화의 기준이 됨. 주 기술 23(탄소 흡수원), 부 기술 35(산림·생태계 부문 기술) — 2026-08-28 발주처 지시에 따라 tech_id에 ';'로 연결해 복수 기입. [근거자료] ESA_WorldCover_10m_2021_v200_*_Map.tif (Discrete Classification, 등급 10~95) · FAOSTAT Land Cover(LC) Item=Artificial surfaces 등"",""나지_희박식생_면적_km"":68.618,""레코드_키"":""VNM.2_1"",""맹그로브_면적_km"":33.087,""수목_면적_km"":278.516,""연도"":2021,""영구수체_면적_km"":684.936,""전국_값"":null,""전국_단위"":null,""전국_지표명"":null,""지역명_로마자"":""BacLieu"",""지역명_베트남어"":""BạcLiêu"",""초본습지_면적_km"":36.439,""초지_면적_km"":66.647,""합계_km"":2489.376,""행정단위"":""Province""}",,ESA WorldCover 10m v200(2021) 격자를 GADM 4.1 ADM1 폴리곤으로 zonal 집계. 주 기술 23(탄소 흡수원) · 부 기술 35(산림·생태계 부문) — tech_id에 ';'로 연결해 복수 기입(2026-08-28 발주처 지시),,,,B-037.xlsx,1.2_entity(레코드형),5,
B-037,"토지피복 분류별 면적[경작지, 산림, 초지, 건물, 수체, 나지]",entity,v124-b-037-entity-00008,B-037_landcover_adm1,VNM,,,,,,,,,VNM.51_1,9.503674,105.823139,"{""2025_개편_후_소속_34개_체계"":""Cần Thơ"",""건물_인공지표_면적_km"":113.75,""경계_면적_km_GADM"":3281.5,""경계_좌표_산출근거"":""경계는 GADM 4.1 ADM1(2022년판, 2025년 개편 이전 63개 성). 대표좌표는 최대 폴리곤의 내부 보장 대표점. 좌표계 EPSG:4326. GFW·CCKP 의 성 단위 집계도 GADM 경계 기준이므로 값과 경계의 출처 체계가 일치. 2025-07-01 시행 결의 202/2025/QH15 의 34개 체계 대응은 별도 속성에 병기."",""경계_폴리곤_파일"":""[공통]VNM_admin1_GADM41_63.geojson"",""경작지_면적_km"":1850.184,""관목_면적_km"":1.707,""기후기술_연계_근거"":""간접 · 원천 자체 분류 — ESA WorldCover 가 토지피복 등급을 Tree cover·Cropland·Built-up 등으로 정의·배포하며, 수목 피복 면적은 탄소 흡수원의 물리적 기반, 경작지·건물 면적은 토지이용 변화의 기준이 됨. 주 기술 23(탄소 흡수원), 부 기술 35(산림·생태계 부문 기술) — 2026-08-28 발주처 지시에 따라 tech_id에 ';'로 연결해 복수 기입. [근거자료] ESA_WorldCover_10m_2021_v200_*_Map.tif (Discrete Classification, 등급 10~95) · FAOSTAT Land Cover(LC) Item=Artificial surfaces 등"",""나지_희박식생_면적_km"":60.39,""레코드_키"":""VNM.51_1"",""맹그로브_면적_km"":43.006,""수목_면적_km"":724.445,""연도"":2021,""영구수체_면적_km"":387.226,""전국_값"":null,""전국_단위"":null,""전국_지표명"":null,""지역명_로마자"":""SocTrang"",""지역명_베트남어"":""SócTrăng"",""초본습지_면적_km"":1.189,""초지_면적_km"":113.937,""합계_km"":3295.834,""행정단위"":""Province""}",,ESA WorldCover 10m v200(2021) 격자를 GADM 4.1 ADM1 폴리곤으로 zonal 집계. 주 기술 23(탄소 흡수원) · 부 기술 35(산림·생태계 부문) — tech_id에 ';'로 연결해 복수 기입(2026-08-28 발주처 지시),,,,B-037.xlsx,1.2_entity(레코드형),54,
B-037,"토지피복 분류별 면적[경작지, 산림, 초지, 건물, 수체, 나지]",entity,v124-b-037-entity-00009,B-037_landcover_adm1,VNM,,,,,,,,,VNM.12_1,10.074176,105.579935,"{""2025_개편_후_소속_34개_체계"":""Cần Thơ"",""건물_인공지표_면적_km"":140.433,""경계_면적_km_GADM"":1438.8,""경계_좌표_산출근거"":""경계는 GADM 4.1 ADM1(2022년판, 2025년 개편 이전 63개 성). 대표좌표는 최대 폴리곤의 내부 보장 대표점. 좌표계 EPSG:4326. GFW·CCKP 의 성 단위 집계도 GADM 경계 기준이므로 값과 경계의 출처 체계가 일치. 2025-07-01 시행 결의 202/2025/QH15 의 34개 체계 대응은 별도 속성에 병기."",""경계_폴리곤_파일"":""[공통]VNM_admin1_GADM41_63.geojson"",""경작지_면적_km"":877.486,""관목_면적_km"":0.539,""기후기술_연계_근거"":""간접 · 원천 자체 분류 — ESA WorldCover 가 토지피복 등급을 Tree cover·Cropland·Built-up 등으로 정의·배포하며, 수목 피복 면적은 탄소 흡수원의 물리적 기반, 경작지·건물 면적은 토지이용 변화의 기준이 됨. 주 기술 23(탄소 흡수원), 부 기술 35(산림·생태계 부문 기술) — 2026-08-28 발주처 지시에 따라 tech_id에 ';'로 연결해 복수 기입. [근거자료] ESA_WorldCover_10m_2021_v200_*_Map.tif (Discrete Classification, 등급 10~95) · FAOSTAT Land Cover(LC) Item=Artificial surfaces 등"",""나지_희박식생_면적_km"":4.569,""레코드_키"":""VNM.12_1"",""맹그로브_면적_km"":0,""수목_면적_km"":343.074,""연도"":2021,""영구수체_면적_km"":54.614,""전국_값"":null,""전국_단위"":null,""전국_지표명"":null,""지역명_로마자"":""CanTho"",""지역명_베트남어"":""CầnThơ"",""초본습지_면적_km"":0.367,""초지_면적_km"":24.023,""합계_km"":1445.105,""행정단위"":""City""}",,ESA WorldCover 10m v200(2021) 격자를 GADM 4.1 ADM1 폴리곤으로 zonal 집계. 주 기술 23(탄소 흡수원) · 부 기술 35(산림·생태계 부문) — tech_id에 ';'로 연결해 복수 기입(2026-08-28 발주처 지시),,,,B-037.xlsx,1.2_entity(레코드형),15,
B-037,"토지피복 분류별 면적[경작지, 산림, 초지, 건물, 수체, 나지]",entity,v124-b-037-entity-00010,B-037_landcover_adm1,VNM,,,,,,,,,VNM.24_1,9.755554,105.562522,"{""2025_개편_후_소속_34개_체계"":""Cần Thơ"",""건물_인공지표_면적_km"":93.751,""경계_면적_km_GADM"":1622.1,""경계_좌표_산출근거"":""경계는 GADM 4.1 ADM1(2022년판, 2025년 개편 이전 63개 성). 대표좌표는 최대 폴리곤의 내부 보장 대표점. 좌표계 EPSG:4326. GFW·CCKP 의 성 단위 집계도 GADM 경계 기준이므로 값과 경계의 출처 체계가 일치. 2025-07-01 시행 결의 202/2025/QH15 의 34개 체계 대응은 별도 속성에 병기."",""경계_폴리곤_파일"":""[공통]VNM_admin1_GADM41_63.geojson"",""경작지_면적_km"":914.211,""관목_면적_km"":1.464,""기후기술_연계_근거"":""간접 · 원천 자체 분류 — ESA WorldCover 가 토지피복 등급을 Tree cover·Cropland·Built-up 등으로 정의·배포하며, 수목 피복 면적은 탄소 흡수원의 물리적 기반, 경작지·건물 면적은 토지이용 변화의 기준이 됨. 주 기술 23(탄소 흡수원), 부 기술 35(산림·생태계 부문 기술) — 2026-08-28 발주처 지시에 따라 tech_id에 ';'로 연결해 복수 기입. [근거자료] ESA_WorldCover_10m_2021_v200_*_Map.tif (Discrete Classification, 등급 10~95) · FAOSTAT Land Cover(LC) Item=Artificial surfaces 등"",""나지_희박식생_면적_km"":3.855,""레코드_키"":""VNM.24_1"",""맹그로브_면적_km"":0,""수목_면적_km"":585.229,""연도"":2021,""영구수체_면적_km"":16.755,""전국_값"":null,""전국_단위"":null,""전국_지표명"":null,""지역명_로마자"":""HauGiang"",""지역명_베트남어"":""HậuGiang"",""초본습지_면적_km"":0.154,""초지_면적_km"":13.895,""합계_km"":1629.316,""행정단위"":""Province""}",,ESA WorldCover 10m v200(2021) 격자를 GADM 4.1 ADM1 폴리곤으로 zonal 집계. 주 기술 23(탄소 흡수원) · 부 기술 35(산림·생태계 부문) — tech_id에 ';'로 연결해 복수 기입(2026-08-28 발주처 지시),,,,B-037.xlsx,1.2_entity(레코드형),27,
