element_id,element_label,record_type,record_id,indicator_id,country_iso3,year,period_start,period_end,period,statistic_type,source_year_label,value,unit,name,latitude,longitude,attributes_json,missing_reason_code,note,source_org,source_url,license_code,source_file,source_sheet,source_row,publication_decision_id
D-003,예상 감축량,observation,v124-d-003-obs-00001,D-003_expected_reduction_20yr_biomass,VNM,2023,2023,2023,,,,22500,tCO2/20년·MW,,,,,,"[바이오에너지 기술] [20년 누적 = 연간 × 20] 2023년 실적 기반. 발전량 853 백만kWh ÷ 설비용량 500 MW = 1,706.0 MWh/년·MW (설비이용률 19.5%) × EF 0.6592 tCO2/MWh. 설비용량 출처: 개정 PDP8 해설본(2023 실적).",베트남전력공사(EVN) · 베트남 기후변화국(DCC),https://en.evn.com.vn/d6/news/Overview-of-national-power-sources-in-2023-66-142-4147.aspx,발행처 저작권 유보(업계 전문지·로펌·연구기관 보고서),D-003_예상 감축량.xlsx,1.1_observation(측정값),4,
D-003,예상 감축량,observation,v124-d-003-obs-00002,D-003_expected_reduction_20yr_hydro,VNM,2023,2023,2023,,,,46640,tCO2/20년·MW,,,,,,"[수력 기술] [20년 누적 = 연간 × 20] 2023년 실적 기반. 발전량 80,904 백만kWh ÷ 설비용량 22,872 MW = 3,537.3 MWh/년·MW (설비이용률 40.4%) × EF 0.6592 tCO2/MWh. 설비용량 출처: EVN 2023 결산.",베트남전력공사(EVN) · 베트남 기후변화국(DCC),https://en.evn.com.vn/d6/news/Overview-of-national-power-sources-in-2023-66-142-4147.aspx,발행처 저작권 유보(업계 전문지·로펌·연구기관 보고서),D-003_예상 감축량.xlsx,1.1_observation(측정값),5,
D-003,예상 감축량,observation,v124-d-003-obs-00003,D-003_expected_reduction_20yr_solar_pv,VNM,2023,2023,2023,,,,20540,tCO2/20년·MW,,,,,,"[태양광 기술] [20년 누적 = 연간 × 20] 2023년 실적 기반. 발전량 25,702 백만kWh ÷ 설비용량 16,500 MW = 1,557.7 MWh/년·MW (설비이용률 17.8%) × EF 0.6592 tCO2/MWh. 설비용량 출처: 개정 PDP8 해설본(2023 실적).",베트남전력공사(EVN) · 베트남 기후변화국(DCC),https://en.evn.com.vn/d6/news/Overview-of-national-power-sources-in-2023-66-142-4147.aspx,발행처 저작권 유보(업계 전문지·로펌·연구기관 보고서),D-003_예상 감축량.xlsx,1.1_observation(측정값),6,
D-003,예상 감축량,observation,v124-d-003-obs-00004,D-003_expected_reduction_20yr_waste_to_energy,VNM,2023,2023,2023,,,,,tCO2/20년·MW,,,,,M01,[M01·원자료 결측] [폐자원 기술] 2023년 베트남 상업운전 실적이 없어 실적 기반 설비이용률을 산출할 수 없음.,베트남전력공사(EVN) · 베트남 기후변화국(DCC),https://en.evn.com.vn/d6/news/Overview-of-national-power-sources-in-2023-66-142-4147.aspx,발행처 저작권 유보(업계 전문지·로펌·연구기관 보고서),D-003_예상 감축량.xlsx,1.1_observation(측정값),7,
D-003,예상 감축량,observation,v124-d-003-obs-00005,D-003_expected_reduction_20yr_wind_offshore,VNM,2023,2023,2023,,,,,tCO2/20년·MW,,,,,M01,[M01·원자료 결측] [풍력 기술(해상)] 2023년 베트남 상업운전 실적이 없어 실적 기반 설비이용률을 산출할 수 없음.,베트남전력공사(EVN) · 베트남 기후변화국(DCC),https://en.evn.com.vn/d6/news/Overview-of-national-power-sources-in-2023-66-142-4147.aspx,발행처 저작권 유보(업계 전문지·로펌·연구기관 보고서),D-003_예상 감축량.xlsx,1.1_observation(측정값),8,
D-003,예상 감축량,observation,v124-d-003-obs-00006,D-003_expected_reduction_20yr_wind_onshore,VNM,2023,2023,2023,,,,29980,tCO2/20년·MW,,,,,,"[풍력 기술(육상·근해)] [20년 누적 = 연간 × 20] 2023년 실적 기반. 발전량 11,367 백만kWh ÷ 설비용량 5,000 MW = 2,273.4 MWh/년·MW (설비이용률 26.0%) × EF 0.6592 tCO2/MWh. 설비용량 출처: 개정 PDP8 해설본(2023 실적).",베트남전력공사(EVN) · 베트남 기후변화국(DCC),https://en.evn.com.vn/d6/news/Overview-of-national-power-sources-in-2023-66-142-4147.aspx,발행처 저작권 유보(업계 전문지·로펌·연구기관 보고서),D-003_예상 감축량.xlsx,1.1_observation(측정값),9,
D-003,예상 감축량,observation,v124-d-003-obs-00007,D-003_expected_reduction_annual_biomass,VNM,2023,2023,2023,,,,1125,tCO2/년·MW,,,,,,"[바이오에너지 기술] [연간] 2023년 실적 기반. 발전량 853 백만kWh ÷ 설비용량 500 MW = 1,706.0 MWh/년·MW (설비이용률 19.5%) × EF 0.6592 tCO2/MWh. 설비용량 출처: 개정 PDP8 해설본(2023 실적).",베트남전력공사(EVN) · 베트남 기후변화국(DCC),https://en.evn.com.vn/d6/news/Overview-of-national-power-sources-in-2023-66-142-4147.aspx,발행처 저작권 유보(업계 전문지·로펌·연구기관 보고서),D-003_예상 감축량.xlsx,1.1_observation(측정값),10,
D-003,예상 감축량,observation,v124-d-003-obs-00008,D-003_expected_reduction_annual_hydro,VNM,2023,2023,2023,,,,2332,tCO2/년·MW,,,,,,"[수력 기술] [연간] 2023년 실적 기반. 발전량 80,904 백만kWh ÷ 설비용량 22,872 MW = 3,537.3 MWh/년·MW (설비이용률 40.4%) × EF 0.6592 tCO2/MWh. 설비용량 출처: EVN 2023 결산.",베트남전력공사(EVN) · 베트남 기후변화국(DCC),https://en.evn.com.vn/d6/news/Overview-of-national-power-sources-in-2023-66-142-4147.aspx,발행처 저작권 유보(업계 전문지·로펌·연구기관 보고서),D-003_예상 감축량.xlsx,1.1_observation(측정값),11,
D-003,예상 감축량,observation,v124-d-003-obs-00009,D-003_expected_reduction_annual_solar_pv,VNM,2023,2023,2023,,,,1027,tCO2/년·MW,,,,,,"[태양광 기술] [연간] 2023년 실적 기반. 발전량 25,702 백만kWh ÷ 설비용량 16,500 MW = 1,557.7 MWh/년·MW (설비이용률 17.8%) × EF 0.6592 tCO2/MWh. 설비용량 출처: 개정 PDP8 해설본(2023 실적).",베트남전력공사(EVN) · 베트남 기후변화국(DCC),https://en.evn.com.vn/d6/news/Overview-of-national-power-sources-in-2023-66-142-4147.aspx,발행처 저작권 유보(업계 전문지·로펌·연구기관 보고서),D-003_예상 감축량.xlsx,1.1_observation(측정값),12,
D-003,예상 감축량,observation,v124-d-003-obs-00010,D-003_expected_reduction_annual_waste_to_energy,VNM,2023,2023,2023,,,,,tCO2/년·MW,,,,,M01,[M01·원자료 결측] [폐자원 기술] 2023년 베트남 상업운전 실적이 없어 실적 기반 설비이용률을 산출할 수 없음.,베트남전력공사(EVN) · 베트남 기후변화국(DCC),https://en.evn.com.vn/d6/news/Overview-of-national-power-sources-in-2023-66-142-4147.aspx,발행처 저작권 유보(업계 전문지·로펌·연구기관 보고서),D-003_예상 감축량.xlsx,1.1_observation(측정값),13,
