element_id,element_label,record_type,record_id,indicator_id,country_iso3,year,period_start,period_end,period,statistic_type,source_year_label,value,unit,name,latitude,longitude,attributes_json,missing_reason_code,note,source_org,source_url,license_code,source_file,source_sheet,source_row,publication_decision_id
E-014,"양자협정[협정 유형(제6.2조 양자/기후변화 공동위/녹색성장 MOU), 체결국, 체결 일자, 대상 분야, 이행 상태(발효/만료/갱신), 원본 링크]",entity,v124-e-014-entity-00001,E-014_bilateral_agreement,VNM,,,,,,,,,공동크레딧제도(JCM) — 양자 탄소상쇄 협정(파리협정 6.2조 ITMO 전신),,,"{""agreementType"":""공동크레딧제도(JCM) — 양자 탄소상쇄 협정(파리협정 6.2조 ITMO 전신)"",""scope"":""태양광·에너지효율·바이오가스 등 저탄소 사업"",""signedDate"":""2013-07-02 서명 / 2021-10 갱신(2030년까지 유효)"",""sourceUrl"":""https://www.jcm.go.jp/vn-jp"",""status"":""운영 중 — 40건 이상 저탄소 사업 승인, 1만 tCO2e 이상 JCM 크레딧 발행·양국 배분"",""기술코드_근거문구"":""CTIS-01 태양광 기술 / CTIS-08 바이오에너지 기술 — JCM 등록사업이 태양광·바이오가스를 포함(에너지효율은 38대 단일 대응 항목 없음)"",""기술코드_판단근거_유형"":""사업 역추적"",""문서_유형_document_type"":""조약·협정"",""수집_기준_절차"":""사용 원천: 대한민국 외교부·2050 탄소중립녹색성장위원회 보도자료, 일본 JCM 사무국, 스위스 연방환경청(BAFU), 싱가포르 통상산업부(MTI), 베트남 정부 공표 자료 / 확인 항목: 협정 유형·체결국·서명일·적용범위·현행 여부 / 기후기술코드: 협정 원문이 지정한 대상분야 기준 / 기준 시점: 2013~2026년 체결분, 2026-08-14 접속 기준"",""체결국"":""일본(JPN)–베트남(VNM)"",""협력_상대_구분_partner_type"":""제3국 양자""}",,"[참고] 한-베 외 제3국 양자협정 — 경쟁국 동향. 출처: 현지조사(Field Survey Items_vIDGcmt_260408_v2.0, 현지 컨설턴트)",대한민국 외교부(MOFA) / 2050 탄소중립녹색성장위원회 등 공식 발표자료(용역사 취합),,,E-014_양자협정 현황.xlsx,1.2_entity(레코드형),6,VNM-V124-PUBLIC-RELEASE-2026-08-27
E-014,"양자협정[협정 유형(제6.2조 양자/기후변화 공동위/녹색성장 MOU), 체결국, 체결 일자, 대상 분야, 이행 상태(발효/만료/갱신), 원본 링크]",entity,v124-e-014-entity-00002,E-014_bilateral_agreement,VNM,,,,,,,,,기후변화 협력 공동위원회(JWG),,,"{""agreementType"":""기후변화 협력 공동위원회(JWG)"",""scope"":""감축사업·정책협력"",""signedDate"":""2023"",""sourceUrl"":""https://www.pcccr.go.kr/base/board/read?boardManagementNo=43&boardNo=3452"",""status"":""운영 중"",""기술코드_근거문구"":""CTIS-38 기후변화 적응기반 기술 — 기후변화 협력 공동위원회(JWG) — 감축사업·정책협력 협의체로 협력 기반 기능"",""기술코드_판단근거_유형"":""원천 자체 분류"",""문서_유형_document_type"":""공동위·작업반"",""수집_기준_절차"":""사용 원천: 대한민국 외교부·2050 탄소중립녹색성장위원회 보도자료, 일본 JCM 사무국, 스위스 연방환경청(BAFU), 싱가포르 통상산업부(MTI), 베트남 정부 공표 자료 / 확인 항목: 협정 유형·체결국·서명일·적용범위·현행 여부 / 기후기술코드: 협정 원문이 지정한 대상분야 기준 / 기준 시점: 2013~2026년 체결분, 2026-08-14 접속 기준"",""체결국"":""대한민국(KOR)–베트남(VNM)"",""협력_상대_구분_partner_type"":""한국 관련""}",,"제1차 한-베트남 JWG, 6.2조 이행 실무채널 | 38대 기술 다수 해당 — 단일 기술 특정 불가(meta_info tech_ids 참조)",대한민국 외교부(MOFA) / 2050 탄소중립녹색성장위원회 등 공식 발표자료(용역사 취합),,,E-014_양자협정 현황.xlsx,1.2_entity(레코드형),5,VNM-V124-PUBLIC-RELEASE-2026-08-27
E-014,"양자협정[협정 유형(제6.2조 양자/기후변화 공동위/녹색성장 MOU), 체결국, 체결 일자, 대상 분야, 이행 상태(발효/만료/갱신), 원본 링크]",entity,v124-e-014-entity-00003,E-014_bilateral_agreement,VNM,,,,,,,,,기후변화 협력 기본협정 (파리협정 6.2조 근거),,,"{""agreementType"":""기후변화 협력 기본협정 (파리협정 6.2조 근거)"",""scope"":""감축사업·에너지·산림 등 기후 전반"",""signedDate"":""2021-05 서명 / 2021-11 발효"",""sourceUrl"":""https://www.mofa.go.kr/www/brd/m_3825/view.do?seq=367599"",""status"":""발효"",""기술코드_근거문구"":""CTIS-23 탄소흡수원 기술 / CTIS-35 산림·생태계 부문 기술 / CTIS-38 기후변화 적응기반 기술 — 원천 표기 협정 범위 '감축사업·에너지·산림 등 기후 전반' 중 확인 가능한 세부 — 산림(탄소흡수원·산림생태계) 및 협력 기반"",""기술코드_판단근거_유형"":""원천 자체 분류"",""문서_유형_document_type"":""조약·협정"",""수집_기준_절차"":""사용 원천: 대한민국 외교부·2050 탄소중립녹색성장위원회 보도자료, 일본 JCM 사무국, 스위스 연방환경청(BAFU), 싱가포르 통상산업부(MTI), 베트남 정부 공표 자료 / 확인 항목: 협정 유형·체결국·서명일·적용범위·현행 여부 / 기후기술코드: 협정 원문이 지정한 대상분야 기준 / 기준 시점: 2013~2026년 체결분, 2026-08-14 접속 기준"",""체결국"":""대한민국(KOR)–베트남(VNM)"",""협력_상대_구분_partner_type"":""한국 관련""}",,"조약 제2493호, 온실가스국제감축포탈 6.2조 협정 등재 | 38대 기술 다수 해당 — 단일 기술 특정 불가(meta_info tech_ids 참조)",대한민국 외교부(MOFA) / 2050 탄소중립녹색성장위원회 등 공식 발표자료(용역사 취합),,,E-014_양자협정 현황.xlsx,1.2_entity(레코드형),4,VNM-V124-PUBLIC-RELEASE-2026-08-27
E-014,"양자협정[협정 유형(제6.2조 양자/기후변화 공동위/녹색성장 MOU), 체결국, 체결 일자, 대상 분야, 이행 상태(발효/만료/갱신), 원본 링크]",entity,v124-e-014-entity-00004,E-014_bilateral_agreement,VNM,,,,,,,,,원전 개발 협력 MOU (한국전력공사–베트남 국가산업에너지공사 PVN),,,"{""agreementType"":""원전 개발 협력 MOU (한국전력공사–베트남 국가산업에너지공사 PVN)"",""scope"":""신규 원전 건설 방안 공동 모색, 원전 공급망 구축 협력"",""signedDate"":""2026-04 체결"",""sourceUrl"":""https://www.mofa.go.kr/www/brd/m_29514/view.do?seq=55"",""status"":""체결 — 베트남 측(PVN) 요청으로 성사"",""기술코드_근거문구"":""CTIS-11 원자력"",""기술코드_판단근거_유형"":""원천 자체 분류"",""문서_유형_document_type"":""양해각서(MOU·MoC)"",""수집_기준_절차"":""사용 원천: 대한민국 외교부·2050 탄소중립녹색성장위원회 보도자료, 일본 JCM 사무국, 스위스 연방환경청(BAFU), 싱가포르 통상산업부(MTI), 베트남 정부 공표 자료 / 확인 항목: 협정 유형·체결국·서명일·적용범위·현행 여부 / 기후기술코드: 협정 원문이 지정한 대상분야 기준 / 기준 시점: 2013~2026년 체결분, 2026-08-14 접속 기준"",""체결국"":""대한민국(KOR)–베트남(VNM)"",""협력_상대_구분_partner_type"":""한국 관련""}",,국빈 방문 정상회담 MOU 교환식(공기업 간). CTIS-11 원자력 기술. 출처: 외교부 베트남 국빈 방문 경제 성과(2026-04-27),대한민국 외교부(MOFA) / 2050 탄소중립녹색성장위원회 등 공식 발표자료(용역사 취합),,,E-014_양자협정 현황.xlsx,1.2_entity(레코드형),12,VNM-V124-PUBLIC-RELEASE-2026-08-27
E-014,"양자협정[협정 유형(제6.2조 양자/기후변화 공동위/녹색성장 MOU), 체결국, 체결 일자, 대상 분야, 이행 상태(발효/만료/갱신), 원본 링크]",entity,v124-e-014-entity-00005,E-014_bilateral_agreement,VNM,,,,,,,,,원전 금융 협력 MOU (한국수출입은행·한국무역보험공사),,,"{""agreementType"":""원전 금융 협력 MOU (한국수출입은행·한국무역보험공사)"",""scope"":""원전 사업 금융 지원 가능성 검토 — 원전 관련 정보 교환 기반"",""signedDate"":""2026-04 체결"",""sourceUrl"":""https://www.mofa.go.kr/www/brd/m_29514/view.do?seq=55"",""status"":""체결"",""기술코드_근거문구"":""CTIS-11 원자력"",""기술코드_판단근거_유형"":""원천 자체 분류"",""문서_유형_document_type"":""양해각서(MOU·MoC)"",""수집_기준_절차"":""사용 원천: 대한민국 외교부·2050 탄소중립녹색성장위원회 보도자료, 일본 JCM 사무국, 스위스 연방환경청(BAFU), 싱가포르 통상산업부(MTI), 베트남 정부 공표 자료 / 확인 항목: 협정 유형·체결국·서명일·적용범위·현행 여부 / 기후기술코드: 협정 원문이 지정한 대상분야 기준 / 기준 시점: 2013~2026년 체결분, 2026-08-14 접속 기준"",""체결국"":""대한민국(KOR)–베트남(VNM)"",""협력_상대_구분_partner_type"":""한국 관련""}",,국빈 방문 정상회담 MOU 교환식(정책금융기관). CTIS-11 원자력 기술. 출처: 외교부 베트남 국빈 방문 경제 성과(2026-04-27),대한민국 외교부(MOFA) / 2050 탄소중립녹색성장위원회 등 공식 발표자료(용역사 취합),,,E-014_양자협정 현황.xlsx,1.2_entity(레코드형),13,VNM-V124-PUBLIC-RELEASE-2026-08-27
E-014,"양자협정[협정 유형(제6.2조 양자/기후변화 공동위/녹색성장 MOU), 체결국, 체결 일자, 대상 분야, 이행 상태(발효/만료/갱신), 원본 링크]",entity,v124-e-014-entity-00006,E-014_bilateral_agreement,VNM,,,,,,,,,원전 분야 인력양성 협력 MOU,,,"{""agreementType"":""원전 분야 인력양성 협력 MOU"",""scope"":""베트남 원전 산업 인력양성 — 양국 기업 간 협력 기반 구축"",""signedDate"":""2025-08-11 체결"",""sourceUrl"":""https://www.mofa.go.kr/www/brd/m_28650/view.do?seq=4"",""status"":""체결 — 한국 측 요청으로 성사"",""기술코드_근거문구"":""CTIS-11 원자력"",""기술코드_판단근거_유형"":""원천 자체 분류"",""문서_유형_document_type"":""양해각서(MOU·MoC)"",""수집_기준_절차"":""사용 원천: 대한민국 외교부·2050 탄소중립녹색성장위원회 보도자료, 일본 JCM 사무국, 스위스 연방환경청(BAFU), 싱가포르 통상산업부(MTI), 베트남 정부 공표 자료 / 확인 항목: 협정 유형·체결국·서명일·적용범위·현행 여부 / 기후기술코드: 협정 원문이 지정한 대상분야 기준 / 기준 시점: 2013~2026년 체결분, 2026-08-14 접속 기준"",""체결국"":""대한민국(KOR)–베트남(VNM)"",""협력_상대_구분_partner_type"":""한국 관련""}",,정상회담 계기 체결(기업 간 MOU). CTIS-11 원자력 기술. 출처: 외교부 한·베트남 공동언론발표문(2025-08-11),대한민국 외교부(MOFA) / 2050 탄소중립녹색성장위원회 등 공식 발표자료(용역사 취합),,,E-014_양자협정 현황.xlsx,1.2_entity(레코드형),11,VNM-V124-PUBLIC-RELEASE-2026-08-27
E-014,"양자협정[협정 유형(제6.2조 양자/기후변화 공동위/녹색성장 MOU), 체결국, 체결 일자, 대상 분야, 이행 상태(발효/만료/갱신), 원본 링크]",entity,v124-e-014-entity-00007,E-014_bilateral_agreement,VNM,,,,,,,,,정의로운 에너지전환 파트너십(JETP) 정치선언 — 다자 재원·에너지전환 협정(155억 USD),,,"{""agreementType"":""정의로운 에너지전환 파트너십(JETP) 정치선언 — 다자 재원·에너지전환 협정(155억 USD)"",""scope"":""계통·해상풍력·에너지저장 등 에너지전환 전반"",""signedDate"":""2022-12-14 서명 / 자원동원계획(RMP) 2023-11 승인"",""sourceUrl"":""https://jetp-vietnam.gov.vn"",""status"":""이행 중 — JETP 사무국 농업환경부(구 MONRE) 산하 운영(Decision 1002/QD-TTg), 우선사업 파이프라인 확정"",""기술코드_근거문구"":""CTIS-03 풍력 기술 / CTIS-24 전력 통합 기술 — JETP 자원동원계획이 해상풍력(풍력)과 계통·에너지저장(전력 통합)을 대상으로 명시"",""기술코드_판단근거_유형"":""사업 역추적"",""문서_유형_document_type"":""공동성명·선언"",""수집_기준_절차"":""사용 원천: 대한민국 외교부·2050 탄소중립녹색성장위원회 보도자료, 일본 JCM 사무국, 스위스 연방환경청(BAFU), 싱가포르 통상산업부(MTI), 베트남 정부 공표 자료 / 확인 항목: 협정 유형·체결국·서명일·적용범위·현행 여부 / 기후기술코드: 협정 원문이 지정한 대상분야 기준 / 기준 시점: 2013~2026년 체결분, 2026-08-14 접속 기준"",""체결국"":""국제파트너그룹(IPG: EU·영국·미국·일본·독일·프랑스·이탈리아·캐나다·덴마크·노르웨이)–베트남(VNM)"",""협력_상대_구분_partner_type"":""다자""}",,"[참고] 다자 협정 — 한-베 양자 아님. 출처: 현지조사(Field Survey Items_vIDGcmt_260408_v2.0, 현지 컨설턴트)",대한민국 외교부(MOFA) / 2050 탄소중립녹색성장위원회 등 공식 발표자료(용역사 취합),,,E-014_양자협정 현황.xlsx,1.2_entity(레코드형),9,VNM-V124-PUBLIC-RELEASE-2026-08-27
E-014,"양자협정[협정 유형(제6.2조 양자/기후변화 공동위/녹색성장 MOU), 체결국, 체결 일자, 대상 분야, 이행 상태(발효/만료/갱신), 원본 링크]",entity,v124-e-014-entity-00008,E-014_bilateral_agreement,VNM,,,,,,,,,"탄소크레딧 협력 이행협정(IA, 파리협정 제6조)",,,"{""agreementType"":""탄소크레딧 협력 이행협정(IA, 파리협정 제6조)"",""scope"":""탄소크레딧 협력(싱가포르 탄소세 상쇄 연계)"",""signedDate"":""2022-10 MOU 서명 / 2025-09-16 이행협정(IA) 서명"",""sourceUrl"":""https://www.mti.gov.sg/Newsroom/Press-Releases/2025/09/Singapore-signs-Implementation-Agreement-on-carbon-credits-collaboration-with-Vietnam"",""status"":""이행협정 체결 완료 — 싱가포르 지속가능환경부 장관(Grace Fu), 베트남 농업환경부 장관대행(Tran Duc Thang) 서명(화상)"",""기술코드_근거문구"":""CTIS-38 기후변화 적응기반 기술 — 탄소크레딧 협력 이행협정 — 기술 중립. 협력 기반 기능"",""기술코드_판단근거_유형"":""원천 자체 분류"",""문서_유형_document_type"":""조약·협정"",""수집_기준_절차"":""사용 원천: 대한민국 외교부·2050 탄소중립녹색성장위원회 보도자료, 일본 JCM 사무국, 스위스 연방환경청(BAFU), 싱가포르 통상산업부(MTI), 베트남 정부 공표 자료 / 확인 항목: 협정 유형·체결국·서명일·적용범위·현행 여부 / 기후기술코드: 협정 원문이 지정한 대상분야 기준 / 기준 시점: 2013~2026년 체결분, 2026-08-14 접속 기준"",""체결국"":""싱가포르(SGP)–베트남(VNM)"",""협력_상대_구분_partner_type"":""제3국 양자""}",,[참고] 한-베 외 제3국 양자협정 — 경쟁국 동향. 싱가포르 탄소세 국제탄소크레딧(ICC) 상쇄 연계. 출처: 싱가포르 통상산업부(MTI) 보도자료,대한민국 외교부(MOFA) / 2050 탄소중립녹색성장위원회 등 공식 발표자료(용역사 취합),,,E-014_양자협정 현황.xlsx,1.2_entity(레코드형),8,VNM-V124-PUBLIC-RELEASE-2026-08-27
E-014,"양자협정[협정 유형(제6.2조 양자/기후변화 공동위/녹색성장 MOU), 체결국, 체결 일자, 대상 분야, 이행 상태(발효/만료/갱신), 원본 링크]",entity,v124-e-014-entity-00009,E-014_bilateral_agreement,VNM,,,,,,,,,파리협정 제6.2조 이행 MOU(ITMO),,,"{""agreementType"":""파리협정 제6.2조 이행 MOU(ITMO)"",""scope"":""탄소크레딧 이전(상응조정 규칙 정립)"",""signedDate"":""2023-11 서명(기본 MOU)"",""sourceUrl"":""https://www.bafu.admin.ch/bafu/en/home/topics/climate/klimapolitik/climate--international-affairs/staatsvertraege-umsetzung-klimauebereinkommen-von-paris-artikel6.html"",""status"":""이행 준비 — 이중계상 방지를 위한 상응조정(CA) 법적 구속 규칙 수립 중"",""기술코드_근거문구"":""CTIS-38 기후변화 적응기반 기술 — 파리협정 제6.2조 ITMO 이행 MOU — 상응조정 규칙 정립으로 기술 중립. 협력 기반 기능"",""기술코드_판단근거_유형"":""원천 자체 분류"",""문서_유형_document_type"":""양해각서(MOU·MoC)"",""수집_기준_절차"":""사용 원천: 대한민국 외교부·2050 탄소중립녹색성장위원회 보도자료, 일본 JCM 사무국, 스위스 연방환경청(BAFU), 싱가포르 통상산업부(MTI), 베트남 정부 공표 자료 / 확인 항목: 협정 유형·체결국·서명일·적용범위·현행 여부 / 기후기술코드: 협정 원문이 지정한 대상분야 기준 / 기준 시점: 2013~2026년 체결분, 2026-08-14 접속 기준"",""체결국"":""스위스(CHE)–베트남(VNM)"",""협력_상대_구분_partner_type"":""제3국 양자""}",,"[참고] 한-베 외 제3국 양자협정 — 경쟁국 동향. 스위스측 이행기관 KliK Foundation. source_url 은 스위스 연방환경청(BAFU) 제6조 양자 기후협정 상세 안내 페이지이며, 현지조사 결과 원본은 기관 대표 주소(bafu.admin.ch)를 적었다. 출처: 현지조사(Field Survey Items_vIDGcmt_260408_v2.0, 현지 컨설턴트)",대한민국 외교부(MOFA) / 2050 탄소중립녹색성장위원회 등 공식 발표자료(용역사 취합),,,E-014_양자협정 현황.xlsx,1.2_entity(레코드형),7,VNM-V124-PUBLIC-RELEASE-2026-08-27
E-014,"양자협정[협정 유형(제6.2조 양자/기후변화 공동위/녹색성장 MOU), 체결국, 체결 일자, 대상 분야, 이행 상태(발효/만료/갱신), 원본 링크]",entity,v124-e-014-entity-00010,E-014_bilateral_agreement,VNM,,,,,,,,,한-베트남 포괄적 전략 동반자 관계 심화를 위한 공동성명,,,"{""agreementType"":""한-베트남 포괄적 전략 동반자 관계 심화를 위한 공동성명"",""scope"":""재생에너지(태양광·풍력) 협력 확대, 전력망 확충·스마트그리드 개발, 원전·핵심광물 협력 포함 전방위 협력"",""signedDate"":""2025-08-11 채택"",""sourceUrl"":""https://www.mofa.go.kr/www/brd/m_28650/view.do?seq=4"",""status"":""채택 — 또 럼 당서기장 국빈 방한 계기 정상회담 결과"",""기술코드_근거문구"":""CTIS-11 원자력 기술 / CTIS-24 전력 통합 기술 — 공동성명이 원전(원자력)과 전력망(전력 통합)을 개별 명시"",""기술코드_판단근거_유형"":""원천 자체 분류"",""문서_유형_document_type"":""공동성명·선언"",""수집_기준_절차"":""사용 원천: 대한민국 외교부·2050 탄소중립녹색성장위원회 보도자료, 일본 JCM 사무국, 스위스 연방환경청(BAFU), 싱가포르 통상산업부(MTI), 베트남 정부 공표 자료 / 확인 항목: 협정 유형·체결국·서명일·적용범위·현행 여부 / 기후기술코드: 협정 원문이 지정한 대상분야 기준 / 기준 시점: 2013~2026년 체결분, 2026-08-14 접속 기준"",""체결국"":""대한민국(KOR)–베트남(VNM)"",""협력_상대_구분_partner_type"":""한국 관련""}",,정부간(정상) 공동성명. 기후·에너지 분야: 재생에너지·전력망·스마트그리드·원전·핵심광물 협력 명시. 38대 기술 다수 해당 — 단일 기술 특정 불가(meta_info tech_ids 참조). 출처: 외교부 한·베트남 공동언론발표문,대한민국 외교부(MOFA) / 2050 탄소중립녹색성장위원회 등 공식 발표자료(용역사 취합),,,E-014_양자협정 현황.xlsx,1.2_entity(레코드형),10,VNM-V124-PUBLIC-RELEASE-2026-08-27
